id_product,name,expansion_name,number,rarity,date_added,snapshot_date,product_age_days,low,trend,avg1,avg7,avg30,cm_en_nm_floor,cm_en_nm_checked_at,ct_en_nm_floor,ct_visible_units,ct_visible_sellers,ct_zero_units,hist_low,hist_days,generic_gap_pct,gap_pct,volatility_30d,popularity_score,best_validated_sourcing_price,deal_score,status,reference_band,reference_value_eur,reference_basis,screening_acquisition_eur,screening_acquisition_source,acquisition_basis,gross_headroom_eur,friction_budget_eur,cross_price_gap_pct,research_state,identity_source,cardtrader_version
365840,Lugia GX [Psychic | Pelagic Blade | Lost Purge GX],Lost Thunder,207/214,,2018-10-31 14:18:33,2026-09-12,2873,17.9,121.19,80.0,129.33,98.81,,,,,,,17.9,8,81.88442465337515,,0.05056114028991406,0.9,,30.7,WATCH,REF_50_100,98.81,CARDMARKET_AVG30_DIAGNOSTIC,17.9,CARDMARKET_GENERIC_LOW,CARDMARKET_GENERIC_LOW_SCREENING_ONLY,80.91,80.91,81.9,NEEDS_VALIDATED_ACQUISITION,CARDTRADER_EXACT_MAPPING,Ultra Rare | 207/214
275052,Ampharos [Thundershock | Reflect Energy],Aquapolis,H1/H32,,0000-00-00 00:00:00,2026-09-12,,10.0,99.2,45.0,58.31,88.98,,,,,,,10.0,8,88.76151944257137,,0.0,0.45,,20.4,WATCH,REF_50_100,88.98,CARDMARKET_AVG30_DIAGNOSTIC,10.0,CARDMARKET_GENERIC_LOW,CARDMARKET_GENERIC_LOW_SCREENING_ONLY,78.98,78.98,88.8,NEEDS_VALIDATED_ACQUISITION,CARDTRADER_EXACT_MAPPING,Holo Rare | H1/H32
762613,Blastoise δ Delta Species [Shield Veil | Enraged Linear Attack | Skull Bash],Miracle Crystal,049/075,,2024-03-23 02:26:40,2026-09-12,903,19.79,66.39,120.0,55.11,98.55,,,,,,,19.79,8,79.91882293252156,,0.0,0.45,,20.4,WATCH,REF_50_100,98.55,CARDMARKET_AVG30_DIAGNOSTIC,19.79,CARDMARKET_GENERIC_LOW,CARDMARKET_GENERIC_LOW_SCREENING_ONLY,78.76,78.76,79.9,NEEDS_VALIDATED_ACQUISITION,CARDTRADER_EXACT_MAPPING,Holo Rare | 049/075
284270,Hoopa EX [Scoundrel Ring | Hyperspace Fury],Ancient Origins,89/98,,2015-08-27 14:19:12,2026-09-12,4034,19.99,272.88,1400.0,344.48,98.71,,,,,,,18.99,8,79.74875899098369,,0.017301538785407997,0.45,,20.4,WATCH,REF_50_100,98.71,CARDMARKET_AVG30_DIAGNOSTIC,19.99,CARDMARKET_GENERIC_LOW,CARDMARKET_GENERIC_LOW_SCREENING_ONLY,78.72,78.72,79.7,NEEDS_VALIDATED_ACQUISITION,CARDTRADER_EXACT_MAPPING,Ultra Rare | 89/98
275404,Charizard [Crystal Type | Fireblast | Dragon Tail],Skyridge,146/144,,0000-00-00 00:00:00,2026-09-12,,460.0,3687.39,2599.95,2705.71,3398.0,,,3200.63,1,1,1,330.0,8,86.46262507357268,5.808416715715124,0.12320562312344334,1.0,3200.63,35.5,WATCH_VALIDATED_EN_NM,REF_100_PLUS,3398.0,CARDMARKET_AVG30_DIAGNOSTIC,3200.63,CARDTRADER_EN_NM,VALIDATED_EN_NM,197.37,197.37,5.8,READY_FOR_ROUTE_ECONOMICS,CARDTRADER_FLOOR_OFFER_EXACT,Secret Rare | 146/144
571987,Victory Ring,,,,2021-07-07 15:32:34,2026-09-12,1893,5500.0,9000.0,9000.0,9000.0,9000.0,,,,,,,5500.0,8,38.88888888888889,,0.0,0.45,,20.4,WATCH,REF_100_PLUS,9000.0,CARDMARKET_AVG30_DIAGNOSTIC,5500.0,CARDMARKET_GENERIC_LOW,CARDMARKET_GENERIC_LOW_SCREENING_ONLY,3500.0,3500.0,38.9,NEEDS_VALIDATED_ACQUISITION,UNRESOLVED_SHARED_PRODUCT,
561667,Lillie,Collection Moon,066/060,,2021-04-22 16:04:25,2026-09-12,1969,100.0,5661.77,5750.0,2781.32,2781.32,,,,,,,100.0,8,96.40458487336949,,0.0,0.45,,20.4,WATCH,REF_100_PLUS,2781.32,CARDMARKET_AVG30_DIAGNOSTIC,100.0,CARDMARKET_GENERIC_LOW,CARDMARKET_GENERIC_LOW_SCREENING_ONLY,2681.32,2681.32,96.4,NEEDS_VALIDATED_ACQUISITION,CARDTRADER_EXACT_MAPPING,Ultra Rare | 066/060
277306,Mew Gold Star δ Delta Species [Mimicry | Rainbow Wave],EX Dragon Frontiers,101/101,,0000-00-00 00:00:00,2026-09-12,,350.0,3763.89,2500.0,3487.5,2889.47,,,,,,,350.0,8,87.88705195070376,,0.0,0.95,,31.9,WATCH,REF_100_PLUS,2889.47,CARDMARKET_AVG30_DIAGNOSTIC,350.0,CARDMARKET_GENERIC_LOW,CARDMARKET_GENERIC_LOW_SCREENING_ONLY,2539.47,2539.47,87.9,NEEDS_VALIDATED_ACQUISITION,CARDTRADER_EXACT_MAPPING,Shiny Rare | 101/101
276510,Rayquaza Gold Star [Spiral Rush | Holy Star],EX Deoxys,107/107,,0000-00-00 00:00:00,2026-09-12,,2000.0,6985.88,3800.0,5834.62,4162.09,,,,,,,2000.0,8,51.94721882515756,,0.0,0.95,,31.9,WATCH,REF_100_PLUS,4162.09,CARDMARKET_AVG30_DIAGNOSTIC,2000.0,CARDMARKET_GENERIC_LOW,CARDMARKET_GENERIC_LOW_SCREENING_ONLY,2162.09,2162.09,51.9,NEEDS_VALIDATED_ACQUISITION,CARDTRADER_EXACT_MAPPING,Shiny Rare | 107/107
552579,Luigi Pikachu [Coin Gather | Super Dash],,,,2021-03-19 12:13:17,2026-09-12,2003,1500.0,5927.78,7350.0,5388.41,3622.99,,,,,,,1500.0,8,58.59773281184878,,0.5012096095091951,1.0,,33.0,WATCH,REF_100_PLUS,3622.99,CARDMARKET_AVG30_DIAGNOSTIC,1500.0,CARDMARKET_GENERIC_LOW,CARDMARKET_GENERIC_LOW_SCREENING_ONLY,2122.99,2122.99,58.6,NEEDS_VALIDATED_ACQUISITION,UNRESOLVED_SHARED_PRODUCT,
275225,Lugia [Crystal Type | Psychic | Steam Blast],Aquapolis,149/147,,0000-00-00 00:00:00,2026-09-12,,820.0,5003.89,900.0,4380.0,2884.95,,,,,,,820.0,8,71.57663044420181,,0.0,0.9,,30.7,WATCH,REF_100_PLUS,2884.95,CARDMARKET_AVG30_DIAGNOSTIC,820.0,CARDMARKET_GENERIC_LOW,CARDMARKET_GENERIC_LOW_SCREENING_ONLY,2064.95,2064.95,71.6,NEEDS_VALIDATED_ACQUISITION,CARDTRADER_EXACT_MAPPING,Secret Rare | 149/147
275250,Gengar [Manipulate | Hydrokinesis],Skyridge,H9/H32,,0000-00-00 00:00:00,2026-09-12,,550.0,3905.38,1700.0,2073.24,1924.06,,,,,,,550.0,8,71.41461284991112,,0.0,0.95,,31.9,WATCH,REF_100_PLUS,1924.06,CARDMARKET_AVG30_DIAGNOSTIC,550.0,CARDMARKET_GENERIC_LOW,CARDMARKET_GENERIC_LOW_SCREENING_ONLY,1374.06,1374.06,71.4,NEEDS_VALIDATED_ACQUISITION,CARDTRADER_EXACT_MAPPING,Holo Rare | H9/H32
276284,Gengar ex [Poltergeist | Prize Count],EX FireRed & LeafGreen,108/112,,0000-00-00 00:00:00,2026-09-12,,155.0,1056.14,240.0,939.75,1398.82,,,,,,,155.0,8,88.91923192405027,,0.01556049539537134,0.95,,31.9,WATCH,REF_100_PLUS,1398.82,CARDMARKET_AVG30_DIAGNOSTIC,155.0,CARDMARKET_GENERIC_LOW,CARDMARKET_GENERIC_LOW_SCREENING_ONLY,1243.82,1243.82,88.9,NEEDS_VALIDATED_ACQUISITION,CARDTRADER_EXACT_MAPPING,Holo Rare | 108/112
274761,Shining Mewtwo [Reflect Shield | Psyburst],Neo Destiny,109/105,,0000-00-00 00:00:00,2026-09-12,,200.0,1599.44,250.0,729.29,1379.18,,,,,,,200.0,8,85.49862962049913,,0.0,0.95,,31.9,WATCH,REF_100_PLUS,1379.18,CARDMARKET_AVG30_DIAGNOSTIC,200.0,CARDMARKET_GENERIC_LOW,CARDMARKET_GENERIC_LOW_SCREENING_ONLY,1179.18,1179.18,85.5,NEEDS_VALIDATED_ACQUISITION,CARDTRADER_EXACT_MAPPING,Shiny Rare | 109/105
276391,Rocket's Mewtwo ex [Darkness Switch | Hypnoblast | Psyburn],EX Team Rocket Returns,99/109,,0000-00-00 00:00:00,2026-09-12,,180.0,5201.01,28500.0,4398.42,1336.8,,,,,,,180.0,8,86.53500897666068,,0.0,0.95,,31.9,WATCH,REF_100_PLUS,1336.8,CARDMARKET_AVG30_DIAGNOSTIC,180.0,CARDMARKET_GENERIC_LOW,CARDMARKET_GENERIC_LOW_SCREENING_ONLY,1156.8,1156.8,86.5,NEEDS_VALIDATED_ACQUISITION,CARDTRADER_EXACT_MAPPING,Holo Rare | 99/109
284279,MRayquaza EX [Emerald Break],Ancient Origins,98/98,,2015-08-27 14:19:47,2026-09-12,4034,110.0,1884.75,2875.0,1105.45,1202.25,,,,,,,110.0,8,90.85048866708256,,0.0,0.95,,31.9,WATCH,REF_100_PLUS,1202.25,CARDMARKET_AVG30_DIAGNOSTIC,110.0,CARDMARKET_GENERIC_LOW,CARDMARKET_GENERIC_LOW_SCREENING_ONLY,1092.25,1092.25,90.9,NEEDS_VALIDATED_ACQUISITION,CARDTRADER_EXACT_MAPPING,Secret Rare | 98/98
560240,Mewtwo GX [Full Burst | Super Absorption | Psystrike GX],Strength Expansion Pack Shining Legends,082/072,,2021-04-14 16:01:11,2026-09-12,1977,169.0,2069.96,1900.0,1975.0,1248.18,,,,,,,169.0,8,86.46028617667324,,0.07966986312702716,0.95,,31.9,WATCH,REF_100_PLUS,1248.18,CARDMARKET_AVG30_DIAGNOSTIC,169.0,CARDMARKET_GENERIC_LOW,CARDMARKET_GENERIC_LOW_SCREENING_ONLY,1079.18,1079.18,86.5,NEEDS_VALIDATED_ACQUISITION,CARDTRADER_EXACT_MAPPING,Shiny Rare | 082/072
566221,Gengar VMAX [Fear and Panic | G-Max Swallow Up],,,,2021-05-26 13:03:04,2026-09-12,1935,379.0,2158.16,2150.0,1888.57,1449.35,,,,,,,379.0,8,73.85034670714458,,0.0,0.95,,31.9,WATCH,REF_100_PLUS,1449.35,CARDMARKET_AVG30_DIAGNOSTIC,379.0,CARDMARKET_GENERIC_LOW,CARDMARKET_GENERIC_LOW_SCREENING_ONLY,1070.35,1070.35,73.9,NEEDS_VALIDATED_ACQUISITION,UNRESOLVED_SHARED_PRODUCT,
571931,Shining Mew [Flash Search | Mystic Fire],,,,2021-07-07 12:37:36,2026-09-12,1893,599.99,2487.54,5249.99,2175.0,1653.22,,,,,,,599.99,8,63.70779448591234,,0.0,0.95,,31.9,WATCH,REF_100_PLUS,1653.22,CARDMARKET_AVG30_DIAGNOSTIC,599.99,CARDMARKET_GENERIC_LOW,CARDMARKET_GENERIC_LOW_SCREENING_ONLY,1053.23,1053.23,63.7,NEEDS_VALIDATED_ACQUISITION,UNRESOLVED_SHARED_PRODUCT,
